pool_id,title,authors,year,journal,publisher_outlet,publisher_outlet_detail,doi,ebsco_an,ebsco_search_position,in_master,master_article_id,pool_status,gap_reason,pdf_status,examination_status,zotero_key,pdf_path,sort_rank,notes
P0059,The impact of self-transcendence values on cooperative behaviors: attitude mediation and emotional moderation.,"Kong, Qian-Qian ; Baharum, Harmi Izzuan Bin",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2025.1701352,191111694,113,Y,M0293,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0293_Kong_2026_The_impact_of_self-transcendence_values_on_coope.pdf,59,ebsco_search_position=113;ebsco_record_range=101-150
P0060,The impact of shipping practitioners' low-carbon transition cognition on corporate green practices: a moderated mediation model.,"Li, Tianjiao ; Chen, Qiong ; Lau, Yui-Yip",2026,Frontiers in Marine Science,Frontiers,Frontiers in Marine Science,10.3389/fmars.2026.1819880,193526945,59,Y,M0240,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0240_Tianjiao Li_2026_The_impact_of_shipping_practitioners_low-carbon.pdf,60,ebsco_search_position=59;ebsco_record_range=51-100
P0061,The Impact of Stigma on Autonomous Motivation Among Psychiatric Hospital Staff in China: The Mediating Role of Turnover Intention.,"Yin, Yaning ; Hei, Luping ; Zhao, Miaomiao ; Sun, Siwei ; Yuan, Beibei ; Islam, Talat",2026,Journal of Nursing Management,NA,Journal of Nursing Management,10.1155/jonm/9940890,192373419,36,Y,M0217,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0217_Yin_2025_The_Impact_of_Stigma_on_Autonomous_Motivation_Am.pdf,61,ebsco_search_position=36;ebsco_record_range=1-50
P0062,The influence of sports technology device usage on middle-aged health anxiety: chain mediation effects of health control perception and self-efficacy reconstruction.,"Li, Feixuan ; Peng, Jiahui ; Cao, Li ; Zhou, Deqiao",2026,Frontiers in Public Health,Frontiers,Frontiers in Public Health,10.3389/fpubh.2025.1687208,191113514,115,Y,M0295,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0295_Feixuan Li_2025_The_influence_of_sports_technology_device_usage.pdf,62,ebsco_search_position=115;ebsco_record_range=101-150
P0063,The mechanism of chained psychological resources: the pathway of influence of mood states on executive function in art major candidates.,"Ji, Xiang ; Jin, Peilai ; Zuo, Yu ; Xu, Yiya ; Wang, Miaomiao",2026,Frontiers in Education,Frontiers,Frontiers in Education,10.3389/feduc.2026.1805091,194203939,49,Y,M0230,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0230_Ji_2026_The_mechanism_of_chained_psychological_resources.pdf,63,ebsco_search_position=49;ebsco_record_range=1-50
P0064,The mediating role of professional self-concept in how teacher professional development influences rural physical education teachers' work engagement: a moderated mediation analysis.,"Yan, Jihong ; Dai, Xinyu",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2026.1767900,192348172,100,Y,M0280,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0280_Yan_2026_The_mediating_role_of_professional_self-concept.pdf,64,ebsco_search_position=100;ebsco_record_range=51-100
P0065,The Mediating Role of Psychological Capital Between Caring Behaviour and Work Engagement of Nurses: A Cross‐Sectional Study.,"Tian, Wen ; Zhang, Guo‐wen ; Song, Gui‐qi",2026,Nursing Open,Wiley,Nursing Open,10.1002/nop2.70569,194056181,22,Y,M0203,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0203_Nursing Open_2026_The_Mediating_Role_of_Psychological_Capital_Betw.pdf,65,ebsco_search_position=22;ebsco_record_range=1-50
P0066,The pathways to teacher growth: mediating roles of motivation and self-efficacy within the community of inquiry framework.,"Zuo, Mingzhang ; Yang, Dengfeng ; Xiang, Lei ; Yang, Zhimiao",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2026.1755265,193228518,69,Y,M0250,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0250_Zuo_2026_The_pathways_to_teacher_growth_mediating_roles_o.pdf,66,ebsco_search_position=69;ebsco_record_range=51-100
P0067,The psychological mechanisms and behavioral determinants of academic integrity in the age of artificial intelligence.,"Yilmaz, Adem",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2026.1853790,194604959,43,Y,M0224,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0224_Yilmaz_2026_The_psychological_mechanisms_and_behavioral_dete.pdf,67,ebsco_search_position=43;ebsco_record_range=1-50
P0068,"The relationship between mindfulness, self-control, and short video addiction among medical students.","Luo, Yuting ; Li, Yulian ; Wu, Quanmin ; Shi, Pengchong",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2026.1746374,193802951,58,Y,M0239,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0239_Luo_2026_The_relationship_between_mindfulness_self-contro.pdf,68,ebsco_search_position=58;ebsco_record_range=51-100
P0069,The relationship between physical activity and subjective wellbeing in infertile women: the mediating role of positive feedback and self-efficacy.,"Liu, Mengxuan",2026,Frontiers in Public Health,Frontiers,Frontiers in Public Health,10.3389/fpubh.2026.1723969,192772193,73,Y,M0254,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0254_Liu_2026_The_relationship_between_physical_activity_and_s.pdf,69,ebsco_search_position=73;ebsco_record_range=51-100
P0070,The Relationship Between School Disconnectedness and Adolescent Internet Addiction: A Moderated Mediation Model.,"Cheng, Gonglu ; Bai, Xuejun ; Fu, Shuying",2026,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs16010101,191221051,5,Y,M0187,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0187_Gonglu Cheng_2026_The_Relationship_Between_School_Disconnectedness.pdf,70,ebsco_search_position=5;ebsco_record_range=1-50
P0071,The relationship between shyness and short video addiction among college students: chain mediating role of social support and basic psychological needs.,"Bu, Xiaofei ; Li, Xin ; Li, Bingzhi ; Zhang, Xuan",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2026.1773800,193977394,55,Y,M0236,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0236_Bu_2026_The_relationship_between_shyness_and_short_video.pdf,71,ebsco_search_position=55;ebsco_record_range=51-100
P0072,The relationship between teacher–student relationship and chemistry achievement: a chain mediation model.,"Yanli, Li ; Dongya, Zhao",2026,Chemistry Education: Research & Practice,NA,Chemistry Education: Research & Practice,10.1039/d5rp00404g,194778322,89,Y,M0721,in_pool,,missing,not_read,,,72,ebsco_search_position=89;ebsco_record_range=51-100;export_only_added=2026-06-26
P0073,"Time-lagged effects of social support on exercise adherence among Korean college students: serial mediation of self-efficacy, athletic identity, and intrinsic motivation.","Zhao, Yang ; Li, Xiangnan ; Zhou, Yubo ; Wang, Du",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2026.1795823,193393921,66,Y,M0247,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0247_Zhao_2026_Time-lagged_effects_of_social_support_on_exercis.pdf,73,ebsco_search_position=66;ebsco_record_range=51-100
P0074,Trust-Mediated adoption of AI Robo-Advisors in inland china: an extended UTAUT perspective.,"Guo, Yantong ; Waked, Hayyan Nassar",2026,Journal of Financial Services Marketing,NA,Journal of Financial Services Marketing,10.1057/s41264-025-00339-2,192915095,104,Y,M0284,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0284_LexisNexis_2026_About_LexisNexis_Privacy_Policy_Terms_Conditions.pdf,74,ebsco_search_position=104;ebsco_record_range=101-150
P0075,Understanding individual-level absorptive capacity: unpacking the roles of innovative attitude and motivation in perceived academic performance of Chinese international students in South Korea.,"Jeon, Mingyeong ; Yin, Meiling",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2026.1687241,192045682,103,Y,M0283,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0283_Jeon_2026_Understanding_individual-level_absorptive_capaci.pdf,75,ebsco_search_position=103;ebsco_record_range=101-150
P0076,Understanding police officers’ responses to moral injury: the aggravating effect of employee silence.,"Pariona-Cabrera, Patricia ; Alfes, Kerstin ; Bartram, Timothy ; Holland, Peter",2026,International Journal of Human Resource Management,Taylor & Francis,International Journal of Human Resource Management,10.1080/09585192.2026.2682838,194659645,24,Y,M0205,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0205_Pariona-Cabrera_2026_The_International_Journal_of_Human_Resource_Mana.pdf,76,ebsco_search_position=24;ebsco_record_range=1-50
P0077,Unpacking the impact of teacher support on EAP-related perceived academic achievement in EMI context: the mediating role of self-efficacy and academic engagement.,"Yu, Yanping ; Feng, Yanling ; Liu, Dan ; Liu, Lei",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2026.1830742,194001521,54,Y,M0235,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0235_Theory_2026_Unpacking_the_impact_of_teacher_support_on_EAP-r.pdf,77,ebsco_search_position=54;ebsco_record_range=51-100
P0078,"Variations in Dementia Awareness, Contact and Stigma Attitudes Across Generations: A Community-Based Cross-Sectional Study in Shanghai, China.","Li, Wenjia ; Gao, Han ; Zhang, Xinni ; Tang, Qinghe",2026,International Journal of General Medicine,NA,International Journal of General Medicine,10.2147/ijgm.s577884,192667194,106,Y,M0286,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0286_Wenjia Li_2026_IJGM_A_577884_114.pdf,78,ebsco_search_position=106;ebsco_record_range=101-150
P0079,When artificial intelligence becomes a job resource: how psychological capital fuels innovation in algorithm-driven workplaces.,"Liu, Yanru ; Tian, Qing ; Chen, Jiachun",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2026.1740508,193977383,56,Y,M0237,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0237_Liu_2026_When_artificial_intelligence_becomes_a_job_resou.pdf,79,ebsco_search_position=56;ebsco_record_range=51-100
P0080,When Choice Disappears: Perceived Coercion and Avoidance of Self-Service Technologies Among Older Consumers.,"Lee, Jin-Myong ; Kim, Sowon",2026,Journal of Theoretical & Applied Electronic Commerce Research,MDPI,Journal of Theoretical & Applied Electronic Commerce Research,10.3390/jtaer21040126,193416573,27,Y,M0208,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0208_Lee_2026_When_Choice_Disappears_Perceived_Coercion_and_Av.pdf,80,ebsco_search_position=27;ebsco_record_range=1-50
P0081,When Leader Expectations Inspire and When They Overwhelm: The Role of Growth Mindset and Prior Performance in Employee Emotional and Engagement Responses to Leader High Performance Expectations.,"Wang, Zhen ; Chen, Huan",2026,Journal of Business & Psychology,Springer,Journal of Business & Psychology,10.1007/s10869-025-10040-9,191499927,80,Y,M0261,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0261_Chen_2025_When_Leader_Expectations_Inspire_and_When_They_O.pdf,81,ebsco_search_position=80;ebsco_record_range=51-100
P0082,Why perceived organizational virtue matters: a psychological mechanism.,"Ko, Sung-Hoon",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2026.1788145,193393918,65,Y,M0246,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0246_Ko_2026_Why_perceived_organizational_virtue_matters_a_ps.pdf,82,ebsco_search_position=65;ebsco_record_range=51-100
P0083,Workplace ostracism and political behavior: a moderated mediation model of moral disengagement and supervisor-rated job performance.,"Yu, Xuan ; Yang, Maoting ; Zhang, Hantai",2026,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2026.1838746,194296488,48,Y,M0229,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0229_Yu_2026_Workplace_ostracism_and_political_behavior_a_mod.pdf,83,ebsco_search_position=48;ebsco_record_range=1-50
P0084,"""Distinctiveness–Conformity"" Paradox: How to Leverage Digital Platform Capabilities to Enhance SMEs Ecological Niches.","Kong, Weiwei ; Hu, Haiqing ; Wang, Zhaoqun ; Qiao, Jianqi ; Shang, Yanying",2025,Journal of Theoretical & Applied Electronic Commerce Research,MDPI,Journal of Theoretical & Applied Electronic Commerce Research,10.3390/jtaer20030217,188280782,140,Y,M0320,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0320_Kong_2025_DistinctivenessConformity_Paradox_How_to_Leverag.pdf,84,ebsco_search_position=140;ebsco_record_range=101-150
P0085,A Paradox of Fit: How Job Complexity Shapes AI Self-Efficacy and AI Adoption Through a Curvilinear Mechanism.,"Akben, Mustafa ; Dong, Su",2025,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs15121659,190530728,15,Y,M0197,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0197_Mechanism. Behavioral Sciences_2025_A_Paradox_of_Fit_How_Job_Complexity_Shapes_AI_Se.pdf,85,ebsco_search_position=15;ebsco_record_range=1-50
P0086,Abusive supervision: serial and moderated mediation effects.,"Karatepe, Osman M. ; Ampofo, Emmanuel Twumasi ; Asiedu-Appiah, Felicity ; Frempong, Foster",2025,Service Industries Journal,Taylor & Francis,Service Industries Journal,10.1080/02642069.2023.2270924,184193645,191,Y,M0750,in_pool,,missing,pdf_missing,,,86,ebsco_search_position=191;ebsco_record_range=151-200;export_only_added=2026-06-26
P0087,Analysis of the Effects of CSR and Compliance Programs on Organizational Reputation.,"Arredondo-Méndez, Víctor Hugo ; Muñoz-Molina, Yaromir ; Para-González, Lorena ; Mascaraque-Ramírez, Carlos",2025,Systems,MDPI,Systems,10.3390/systems13100905,188986768,154,Y,M0728,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/imports/Arredondo-Mendez_2025_systems-13-00905.pdf,87,ebsco_search_position=154;ebsco_record_range=151-200;export_only_added=2026-06-26
P0088,Approach or Avoidance: How Does Employees' Generative AI Awareness Shape Their Job Crafting Behavior? A Sensemaking Perspective.,"Yan, Yihang ; Qu, Xiaoqian ; Lei, Hongzhen ; Geng, Yao",2025,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs15060789,186207720,198,Y,M0218,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0218_Yan_2025_Approach_or_Avoidance_How_Does_Employees_Generat.pdf,88,ebsco_search_position=198;ebsco_record_range=151-200
P0089,"Back to Work, Running on Empty? How Recovery Needs and Perceived Organizational Support Shape Employees' Vigor Upon Return to Work.","Wang, Yiting ; Song, Keni ; Guo, Ming ; Ye, Long",2025,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs15070889,186930018,184,Y,M0215,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0215_to Work. Behavioral Sciences_2025_Back_to_Work_Running_on_Empty_How_Recovery_Needs.pdf,89,ebsco_search_position=184;ebsco_record_range=151-200
P0090,Beyond the cost–benefit trade-off: How trust shapes consumers’ decisions to grant permission for personalized marketing content.,"Haj-Salem, Narjes ; Damra, Yousef ; Hamouche, Salima ; Ishaq, Muhammad Ishtiaq ; Raza, Ali",2025,Journal of Marketing Communications,Taylor & Francis,Journal of Marketing Communications,10.1080/13527266.2025.2518456,185888470,165,Y,M0733,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/imports/Haj-Salem_2025_13527266.2025.2518456.pdf,90,ebsco_search_position=165;ebsco_record_range=151-200;export_only_added=2026-06-26; EBSCO position 166 ingest 2026-06-30; expected M0222 DOI 10.1080/13668803.2025.2486127 (pos 166); PDF DOI 10.1080/13527266.2025.2518456 matches M0733 (pos 165); source EBSCO-FullText-06_30_2026-6.pdf
P0091,Coping in the Face of Verbal Aggression: The Role of Self-Efficacy in Protecting Healthcare Professionals' Well-Being and Job Satisfaction.,"Cavallari, Elena ; Setti, Ilaria ; Curcuruto, Matteo ; Sommovigo, Valentina",2025,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs15040478,184794529,42,Y,M0223,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0223_Behavioral Sciences_2025_Coping_in_the_Face_of_Verbal_Aggression_The_Role.pdf,91,ebsco_search_position=42;ebsco_record_range=1-50
P0092,Coping Responses to the Stress of Using News Platforms' Recommendation Algorithms.,"Yang, Jie ; Li, Hongxiu ; Zhang, Linzi ; Xu, Guohu",2025,International Journal of Human-Computer Interaction,Taylor & Francis,International Journal of Human-Computer Interaction,10.1080/10447318.2024.2352937,184444587,164,Y,M0221,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0221_Yang_2023_Coping_Responses_to_the_Stress_of_Using_News_Pla.pdf,92,ebsco_search_position=164;ebsco_record_range=151-200
P0093,Corporate Social Responsibility and Work Engagement: A Moderated Serial Mediation Model.,"Lv, Mengna ; Luan, Kun",2025,Corporate Social Responsibility & Environmental Management,Wiley,Corporate Social Responsibility & Environmental Management,10.1002/csr.3233,186459641,185,Y,M0216,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0216_Lv_2023_Corporate_Social_Responsibility_and_Work_Engagem.pdf,93,ebsco_search_position=185;ebsco_record_range=151-200
